TRUE,company_name,state,zip_code,full_time_employees,company_category,business_model,agency_name,agency_abbrev,agency_type,used_by,dataset_name
430,gRadiant Research LLC,MA,1742,200,Research&Consulting,Business to Consumer,Department of Health and Human Services,HHS,Federal,gRadiant Research LLC,National Hospital Ambulatory Medical Care Survey
431,gRadiant Research LLC,MA,1742,200,Research&Consulting,Business to Consumer,Department of Health and Human Services,HHS,Federal,gRadiant Research LLC,National Survey of Ambulatory Surgery
432,gRadiant Research LLC,MA,1742,200,Research&Consulting,Business to Consumer,Department of Health and Human Services,HHS,Federal,gRadiant Research LLC,National Health Information Survey
433,Graebel Van Lines,CO,80011,5000,Transportation, Business to Consumer,Department of Commerce,USDC,Federal,Graebel Van Lines,zip code data
434,"Graematter, Inc.",MO,63011,10,Data&Technology,Business to Business,Department of Commerce,USDC,Federal,"Graematter, Inc.",
435,"Graematter, Inc.",MO,63011,10,Data&Technology,Business to Business,Department of Health and Human Services,HHS,Federal,"Graematter, Inc.",
436,"Graematter, Inc.",MO,63011,10,Data&Technology,Business to Business,Department of Justice,DOJ,Federal,"Graematter, Inc.",
437,Granicus,CA,94107,200,Governance,Business to Government,Multiple government open data sources,,Other,Granicus,Uses 5 million government media files and public records
438,GreatSchools,CA,94105,200,Education,Business to Consumer,California,CA,State,GreatSchools,2013 STAR Test Results
439,GreatSchools,CA,94105,200,Education,Business to Consumer,Department of Education,ED / DOED,Federal,GreatSchools,Common Core of Data (CCD)
440,GuideStar,DC,20006,200,Governance,nonprofit,Department of the Treasury,,Federal,GuideStar,
441,H3 Biomedicine,MA,2139,200,ScientificResearch,Business to Business,Department of Health and Human Services,HHS,Federal,H3 Biomedicine,
442,Harris Corporation,FL,32901,10001,Environment&Weather,Business to Consumer,Department of Commerce,USDC,Federal,Harris Corporation,
443,"HDScores, Inc",MD,21224,10,Lifestyle&Consumer,Business to Consumer,District of Columbia,DC,State,"HDScores, Inc",Washington DC Health Department
444,"HDScores, Inc",MD,21224,10,Lifestyle&Consumer,Business to Consumer,Maryland,MD,State,"HDScores, Inc",Montgomery County Health Department
445,"HDScores, Inc",MD,21224,10,Lifestyle&Consumer,Business to Consumer,Virginia,VA,State,"HDScores, Inc",Virginia Health Department
446,Headlight,TX,78701,10,Data&Technology, Business to Nonprofit,Department of Labor,DOL,Federal,Headlight,
447,Headlight,TX,78701,10,Data&Technology, Business to Nonprofit,Department of Commerce,USDC,Federal,Headlight,
448,Headlight,TX,78701,10,Data&Technology, Business to Nonprofit,Department of Education,ED / DOED,Federal,Headlight,
449,Healthgrades,CO,80202,1000,Healthcare,Business to Consumer,Department of Health and Human Services,HHS,Federal,Healthgrades,CMS MEDPAR
450,Healthgrades,CO,80202,1000,Healthcare,Business to Consumer,Department of Health and Human Services,HHS,Federal,Healthgrades,18 State ALL Payer Hospital Dataset
451,Healthline,CA,94107,200,Healthcare,Business to Business,Department of Health and Human Services,HHS,Federal,Healthline,Unified Medical Language System
452,HealthMap,MA,2115,50,Healthcare,Business to Consumer,Department of Health and Human Services,HHS,Federal,HealthMap,
453,HealthMap,MA,2115,50,Healthcare,Business to Consumer,Department of Defense,DOD,Federal,HealthMap,
454,"HealthPocket, Inc.",CA,94085,10,Healthcare,Business to Consumer,Department of Health and Human Services,HHS,Federal,"HealthPocket, Inc.",HealthCare Finder API
455,"HealthPocket, Inc.",CA,94085,10,Healthcare,Business to Consumer,Department of Health and Human Services,HHS,Federal,"HealthPocket, Inc.","Prescription Drug Plan Formulary, Pharmacy Network, and Pricing Information Files"
456,HelloWallet,DC,20037,50,Finance&Investment, Business to Consumer,Department of Labor,DOL,Federal,HelloWallet,Consumer Expenditure Survey
457,HelloWallet,DC,20037,50,Finance&Investment, Business to Consumer,Department of Commerce,USDC,Federal,HelloWallet,Survey of Income and Program Participation
458,HelloWallet,DC,20037,50,Finance&Investment, Business to Consumer,Federal Reserve Board,FED,Federal,HelloWallet,Survey of Consumer Finances
459,HERE,IL,60606,10000,Geospatial&Mapping,Business to Consumer,Department of Commerce,USDC,Federal,HERE,
460,HERE,IL,60606,10000,Geospatial&Mapping,Business to Consumer,Department of the Interior,DOI,Federal,HERE,
461,Honest Buildings,NY,10013,50,Housing&RealEstate,Business to Business,U.S. Environmental Protection Agency,EPA,Federal,Honest Buildings,
462,HopStop,NY,10016,10,Transportation,Business to Consumer,Multiple city and local data sources,,City/County,HopStop,
463,Housefax,VA,20169,10,Housing&RealEstate,Business to Consumer,Multiple city and local data sources,,City/County,Housefax,
464,How's My Offer?,WA,0,200,Education,Business to Consumer,Department of Education,ED / DOED,Federal,How's My Offer?,Integrated Postsecondary Education Data System (IPEDS)
465,IBM,NY,0,10001,Data&Technology,Business to Consumer,Department of Commerce,USDC,Federal,IBM,
466,IBM,NY,0,10001,Data&Technology,Business to Consumer,Department of Commerce,USDC,Federal,IBM,
467,IBM,NY,0,10001,Data&Technology,Business to Consumer,Multiple government open data sources,,Other,IBM,
468,ideas42,NY,10004,50,Research&Consulting,nonprofit,Consumer Financial Protection Bureau,CFPB,Federal,ideas42,Consumer Finance Protection Bureau (CFPB) Complaints Database
469,ideas42,NY,10004,50,Research&Consulting,nonprofit,U.S. Environmental Protection Agency,EPA,Federal,ideas42,US Environmental Protection Agency (EPA) Fuel Economy
470,iFactor Consulting,AZ,85281,50,Research&Consulting,Business to Business,Department of Commerce,USDC,Federal,iFactor Consulting,
471,iFactor Consulting,AZ,85281,50,Research&Consulting,Business to Business,Department of Energy,DOE,Federal,iFactor Consulting,
472,IFI CLAIMS Patent Services,CT,6443,50,Data&Technology,Business to Business,Department of Commerce,USDC,Federal,IFI CLAIMS Patent Services,US granted patents XML
473,IFI CLAIMS Patent Services,CT,6443,50,Data&Technology,Business to Business,Department of Commerce,USDC,Federal,IFI CLAIMS Patent Services,US patent applications XML
474,IFI CLAIMS Patent Services,CT,6443,50,Data&Technology,Business to Business,Department of Commerce,USDC,Federal,IFI CLAIMS Patent Services,patent daily reassignments
475,IFI CLAIMS Patent Services,CT,6443,50,Data&Technology,Business to Business,Department of Commerce,USDC,Federal,IFI CLAIMS Patent Services,public PAIR
476,IFI CLAIMS Patent Services,CT,6443,50,Data&Technology,Business to Business,Department of Commerce,USDC,Federal,IFI CLAIMS Patent Services,patent reclassification
477,IFI CLAIMS Patent Services,CT,6443,50,Data&Technology,Business to Business,Department of Commerce,USDC,Federal,IFI CLAIMS Patent Services,patent gazette
478,IFI CLAIMS Patent Services,CT,6443,50,Data&Technology,Business to Business,Department of Commerce,USDC,Federal,IFI CLAIMS Patent Services,
479,iMedicare,NY,10013,10,Healthcare,Business to Business,Department of Health and Human Services,HHS,Federal,iMedicare,
480,Impact Forecasting (Aon),IL,60601,10001,Insurance,Business to Business,Multiple government open data sources,,Other,Impact Forecasting (Aon),
481,Impaq International,MD,21044,500,Research&Consulting,Business to Business,Department of Health and Human Services,HHS,Federal,Impaq International,
482,Import.io,CA,94103,50,Data&Technology, Business to Consumer,Multiple government open data sources,,Other,Import.io,
483,IMS Health,CT,6810,10000,Healthcare,Business to Business,Department of Health and Human Services,HHS,Federal,IMS Health,
484,IMS Health,CT,6810,10000,Healthcare,Business to Business,Department of Veterans Affairs,VA,Federal,IMS Health,
485,InCadence,VA,20109,10,Data&Technology, nonprofit,Multiple government open data sources,,Other,InCadence,
486,indoo.rs,CA,94301,50,Geospatial&Mapping,Business to Consumer,Department of Commerce,USDC,Federal,indoo.rs,
487,InfoCommerce Group,PA,19004,10,Research&Consulting,Business to Business,Multiple government open data sources,,Other,InfoCommerce Group,
488,Informatica,CA,94063,5000,Data&Technology,Business to Business,Department of Defense,DOD,Federal,Informatica,Uses data from the intelligence community from state and local governments
489,InnoCentive,MA,2451,200,ScientificResearch,Business to Consumer,Multiple government open data sources,,Other,InnoCentive,
490,Innography,TX,78746,200,Business&LegalServices,Business to Business,Department of Commerce,USDC,Federal,Innography,
491,Innography,TX,78746,200,Business&LegalServices,Business to Business,Department of Commerce,USDC,Federal,Innography,
492,Innography,TX,78746,200,Business&LegalServices,Business to Business,Department of Health and Human Services,HHS,Federal,Innography,
493,Innography,TX,78746,200,Business&LegalServices,Business to Business,Securities and Exchange Commission,SEC,Federal,Innography,
494,Innography,TX,78746,200,Business&LegalServices,Business to Business,Multiple federal data sources,,Federal,Innography,
495,Innovest Systems,NY,10014,200,Finance&Investment,Business to Business,Securities and Exchange Commission,SEC,Federal,Innovest Systems,
496,Inovalon,MD,20716,5000,Healthcare,Business to Business,Department of Health and Human Services,HHS,Federal,Inovalon,
497,Inrix Traffic,WA,98033,500,Transportation,Business to Consumer,Department of Commerce,USDC,Federal,Inrix Traffic,
498,Inrix Traffic,WA,98033,500,Transportation,Business to Consumer,Department of Commerce,USDC,Federal,Inrix Traffic,
499,Intelius,WA,0,200,Business&LegalServices, Business to Consumer,Multiple government open data sources,,Other,Intelius,
500,Intermap Technologies,CO,80112,200,Geospatial&Mapping, Business to Government,National Aeronautics and Space Administration,NASA,Federal,Intermap Technologies,"Advanced Spaceborne Thermal Emission and Reflection Radiometer - ASTER (asterweb.jpl.nasa.gov), Shuttle Radar Topography Mission- SRTM (www2.jpl.nasa.gov/srtm/‎), GTOPO30"
501,Intermap Technologies,CO,80112,200,Geospatial&Mapping, Business to Government,National Aeronautics and Space Administration,NASA,Federal,Intermap Technologies,Advanced Spaceborne Thermal Emission and Reflection Radiometer - ASTER
502,Investormill,NY,10003,10,Finance&Investment,Business to Business,Department of Labor,DOL,Federal,Investormill,CPI
503,Investormill,NY,10003,10,Finance&Investment,Business to Business,Department of Labor,DOL,Federal,Investormill,PPI
504,Investormill,NY,10003,10,Finance&Investment,Business to Business,Department of Labor,DOL,Federal,Investormill,Employment
505,Investormill,NY,10003,10,Finance&Investment,Business to Business,Department of Labor,DOL,Federal,Investormill,Unemployment
506,Investormill,NY,10003,10,Finance&Investment,Business to Business,Department of Commerce,USDC,Federal,Investormill,GDP
507,Investormill,NY,10003,10,Finance&Investment,Business to Business,Department of Commerce,USDC,Federal,Investormill,
508,Investormill,NY,10003,10,Finance&Investment,Business to Business,Department of Energy,DOE,Federal,Investormill,Petroleum Status Report
509,Investormill,NY,10003,10,Finance&Investment,Business to Business,Department of Energy,DOE,Federal,Investormill,Petroleum Status Report
510,Investormill,NY,10003,10,Finance&Investment,Business to Business,Federal Reserve Board,FED,Federal,Investormill,H.15
511,Investormill,NY,10003,10,Finance&Investment,Business to Business,Federal Reserve Board,FED,Federal,Investormill,G.19
512,Investormill,NY,10003,10,Finance&Investment,Business to Business,Federal Reserve Board,FED,Federal,Investormill,G.17
513,Investormill,NY,10003,10,Finance&Investment,Business to Business,Federal Reserve Board,FED,Federal,Investormill,H.4.1
514,Investormill,NY,10003,10,Finance&Investment,Business to Business,Federal Reserve Board,FED,Federal,Investormill,H.6
515,Investormill,NY,10003,10,Finance&Investment,Business to Business,Federal Reserve Board,FED,Federal,Investormill,H.8
516,Investormill,NY,10003,10,Finance&Investment,Business to Business,Federal Reserve Board,FED,Federal,Investormill,H.10
517,Iodine,CA,94107,10,Healthcare,Business to Consumer,Department of Health and Human Services,HHS,Federal,Iodine,
518,Iodine,CA,94107,10,Healthcare,Business to Consumer,Department of Health and Human Services,HHS,Federal,Iodine,
519,Iodine,CA,94107,10,Healthcare,Business to Consumer,Department of Health and Human Services,HHS,Federal,Iodine,
520,Iodine,CA,94107,10,Healthcare,Business to Consumer,Department of Health and Human Services,HHS,Federal,Iodine,
521,Iodine,CA,94107,10,Healthcare,Business to Consumer,Department of Veterans Affairs,VA,Federal,Iodine,
522,IPHIX,VA,22046,10,Data&Technology, Business to Government,Securities and Exchange Commission,SEC,Federal,IPHIX,US Securities and Exchange Commission
523,IPHIX,VA,22046,10,Data&Technology, Business to Government,Multiple government open data sources,,Other,IPHIX,Recovery.gov
524,iRecycle,AZ,85257,10,Environment&Weather,Business to Business,Department of Commerce,USDC,Federal,iRecycle,
525,iRecycle,AZ,85257,10,Environment&Weather,Business to Business,Department of Commerce,USDC,Federal,iRecycle,zipcode data
526,iTriage,CO,80202,200,Healthcare, Business to Consumer,Department of Health and Human Services,HHS,Federal,iTriage,Community Health Clinics
527,iTriage,CO,80202,200,Healthcare, Business to Consumer,Department of Health and Human Services,HHS,Federal,iTriage,TXT4Tots
528,iTriage,CO,80202,200,Healthcare, Business to Consumer,Department of Health and Human Services,HHS,Federal,iTriage,Home Health Facilities
529,iTriage,CO,80202,200,Healthcare, Business to Consumer,Department of Health and Human Services,HHS,Federal,iTriage,National Provider Identifier Standard
530,iTriage,CO,80202,200,Healthcare, Business to Consumer,Department of Health and Human Services,HHS,Federal,iTriage,Mental Health & Substance Abuse Clinics
531,iTriage,CO,80202,200,Healthcare, Business to Consumer,Department of Health and Human Services,HHS,Federal,iTriage,National Ambulatory Medical Care Survey (NAMCS) and National Hospital Ambulatory Medical Care Survey (NHAMCS)
532,iTriage,CO,80202,200,Healthcare, Business to Consumer,Department of Health and Human Services,HHS,Federal,iTriage,National Hospital Ambulatory Medical Care Survey (NHAMCS)
533,IVES Group Inc,MA,1590,50,Data&Technology,Business to Business,Department of Labor,DOL,Federal,IVES Group Inc,ERISA Forms 5500
534,IVES Group Inc,MA,1590,50,Data&Technology,Business to Business,Department of Commerce,USDC,Federal,IVES Group Inc,Federal Audit Clearinghouse/Office of Management and Budget (Single Audit Non-Profit Data)
535,IVES Group Inc,MA,1590,50,Data&Technology,Business to Business,Executive Office of the President,EOP,Federal,IVES Group Inc,Federal Audit Clearinghouse/Office of Management and Budget (Single Audit Non-Profit Data)
536,IVES Group Inc,MA,1590,50,Data&Technology,Business to Business,Securities and Exchange Commission,SEC,Federal,IVES Group Inc,EDGAR
537,IVES Group Inc,MA,1590,50,Data&Technology,Business to Business,Administrative Office of the United States Courts,AO,Federal,IVES Group Inc,Public Access to Court Electronic Records (PACER)
538,IVES Group Inc,MA,1590,50,Data&Technology,Business to Business,Multiple federal data sources,,Federal,IVES Group Inc,Public Company Accounting Oversight Board (PCAOB)
539,IW Financial,ME,4102,50,Finance&Investment,Business to Business,Department of Homeland Security,DHS,Federal,IW Financial,National Response Center's Emergency Response Notification System
540,IW Financial,ME,4102,50,Finance&Investment,Business to Business,U.S. Environmental Protection Agency,EPA,Federal,IW Financial,Toxic Release Inventory
541,IW Financial,ME,4102,50,Finance&Investment,Business to Business,U.S. Environmental Protection Agency,EPA,Federal,IW Financial,EnviroFacts
542,JJ Keller,WI,54957,5000,Business&LegalServices,Business to Business,Department of Labor,DOL,Federal,JJ Keller,injury and illness records
543,JJ Keller,WI,54957,5000,Business&LegalServices,Business to Business,Department of Labor,DOL,Federal,JJ Keller,injury and illness records
544,J.P. Morgan Chase,NY,10017,10001,Finance&Investment, Business to Government,Multiple government open data sources,,Other,J.P. Morgan Chase,Combines federal financial and economic data with credit card and transactional data on their customers to develop insights into consumer trends.
545,"Junar, Inc.",TX,75070,10,Data&Technology, academia,California,CA,State,"Junar, Inc.",Finance Data City of Cupertino
546,"Junar, Inc.",TX,75070,10,Data&Technology, academia,Palo Alto,PA,City/County,"Junar, Inc.",City of Palo Alto Development Center Permits
547,"Junar, Inc.",TX,75070,10,Data&Technology, academia,Multiple city and local data sources,,City/County,"Junar, Inc.",
548,Junyo,CA,94025,50,Education, Business to Government,Department of Education,ED / DOED,Federal,Junyo,
549,Jurispect,CA,94043,10,Business&LegalServices,Business to Business,Commodity Futures Trading Commission,CFTC,Federal,Jurispect,
550,Jurispect,CA,94043,10,Business&LegalServices,Business to Business,Consumer Financial Protection Bureau,CFPB,Federal,Jurispect,
551,Jurispect,CA,94043,10,Business&LegalServices,Business to Business,Department of Agriculture,USDA,Federal,Jurispect,
552,Jurispect,CA,94043,10,Business&LegalServices,Business to Business,Department of Energy,DOE,Federal,Jurispect,
553,Jurispect,CA,94043,10,Business&LegalServices,Business to Business,Department of Justice,DOJ,Federal,Jurispect,
554,Jurispect,CA,94043,10,Business&LegalServices,Business to Business,Department of the Treasury,,Federal,Jurispect,
555,Jurispect,CA,94043,10,Business&LegalServices,Business to Business,Department of Transportation,DOT,Federal,Jurispect,
556,Jurispect,CA,94043,10,Business&LegalServices,Business to Business,Federal Communications Commission,FCC,Federal,Jurispect,
557,Jurispect,CA,94043,10,Business&LegalServices,Business to Business,Federal Reserve Board,FED,Federal,Jurispect,
558,Jurispect,CA,94043,10,Business&LegalServices,Business to Business,Securities and Exchange Commission,SEC,Federal,Jurispect,
559,Jurispect,CA,94043,10,Business&LegalServices,Business to Business,U.S. Environmental Protection Agency,EPA,Federal,Jurispect,
560,Kaiser Permanante,CA,94612,10001,Healthcare,Business to Consumer,Department of Commerce,USDC,Federal,Kaiser Permanante,GPS data
561,Kaiser Permanante,CA,94612,10001,Healthcare,Business to Consumer,Multiple city and local data sources,,City/County,Kaiser Permanante,public data to provide context and geolocation for a Location API on its facilities.
562,karmadata,MA,2043,10,Healthcare, Business to Consumer,Department of Commerce,USDC,Federal,karmadata,USPTO Applications (2005-Present)
563,karmadata,MA,2043,10,Healthcare, Business to Consumer,Department of Commerce,USDC,Federal,karmadata,USPTO Grants (2005-Present)
564,karmadata,MA,2043,10,Healthcare, Business to Consumer,Department of Health and Human Services,HHS,Federal,karmadata,Prospective Payment System
565,karmadata,MA,2043,10,Healthcare, Business to Consumer,Department of Health and Human Services,HHS,Federal,karmadata,Hospital Compare
566,karmadata,MA,2043,10,Healthcare, Business to Consumer,Department of Health and Human Services,HHS,Federal,karmadata,Medicaid State Drug Utilization
567,karmadata,MA,2043,10,Healthcare, Business to Consumer,Department of Health and Human Services,HHS,Federal,karmadata,Medicare Provider Charge Data
568,karmadata,MA,2043,10,Healthcare, Business to Consumer,Department of Health and Human Services,HHS,Federal,karmadata,National Plan and Provider Enumeration System
569,karmadata,MA,2043,10,Healthcare, Business to Consumer,Department of Health and Human Services,HHS,Federal,karmadata,National Plan and Provider Enumeration System Orgs
570,karmadata,MA,2043,10,Healthcare, Business to Consumer,Department of Health and Human Services,HHS,Federal,karmadata,ClinicalTrials.gov
571,karmadata,MA,2043,10,Healthcare, Business to Consumer,Department of Health and Human Services,HHS,Federal,karmadata,RePORTER Grant Database
572,karmadata,MA,2043,10,Healthcare, Business to Consumer,Department of Health and Human Services,HHS,Federal,karmadata,PubMed
573,karmadata,MA,2043,10,Healthcare, Business to Consumer,Department of Health and Human Services,HHS,Federal,karmadata,Adverse Events Reporting System
574,karmadata,MA,2043,10,Healthcare, Business to Consumer,Department of Health and Human Services,HHS,Federal,karmadata,Bioresearch Monitoring Information System
575,karmadata,MA,2043,10,Healthcare, Business to Consumer,Department of Health and Human Services,HHS,Federal,karmadata,Clinical Investigator Inspection List
576,karmadata,MA,2043,10,Healthcare, Business to Consumer,Department of Health and Human Services,HHS,Federal,karmadata,Devices@FDA
577,karmadata,MA,2043,10,Healthcare, Business to Consumer,Department of Health and Human Services,HHS,Federal,karmadata,Drugs@FDA and Orange Book
578,karmadata,MA,2043,10,Healthcare, Business to Consumer,Department of Health and Human Services,HHS,Federal,karmadata,FDA Orphan Drugs
579,karmadata,MA,2043,10,Healthcare, Business to Consumer,Department of Health and Human Services,HHS,Federal,karmadata,National Drug Code Directory
580,karmadata,MA,2043,10,Healthcare, Business to Consumer,Department of Health and Human Services,HHS,Federal,karmadata,National Survey of Ambulatory Surgery
581,Keychain Logistics Corp.,CA,94107,10,Transportation, Business to Consumer,Department of Transportation,DOT,Federal,Keychain Logistics Corp.,
582,"KidAdmit, Inc.",CA,94107,10,Education,Business to Consumer,California,CA,State,"KidAdmit, Inc.",Community Care Licensing
583,Kimono Labs,CA,94110,10,Data&Technology,Business to Consumer,Department of Labor,DOL,Federal,Kimono Labs,
584,KLD Research,NY,10005,200,Finance&Investment,Business to Business,U.S. Environmental Protection Agency,EPA,Federal,KLD Research,"Uses environmental, social, and governance (ESG) data."
585,Knoema,DC,20000,200,Data&Technology,Business to Consumer,Multiple government open data sources,,Other,Knoema,
586,Knowledge Agency,NY,10001,200,Research&Consulting,Business to Consumer,Multiple federal data sources,,Federal,Knowledge Agency,
587,KPMG,NY,10154,10001,Business&LegalServices,Business to Business,Multiple government open data sources,,Other,KPMG,
588,Kroll Bond Ratings Agency,NY,10022,200,Finance&Investment,Business to Business,Department of the Treasury,,Federal,Kroll Bond Ratings Agency,
589,Kroll Bond Ratings Agency,NY,10022,200,Finance&Investment,Business to Business,Securities and Exchange Commission,SEC,Federal,Kroll Bond Ratings Agency,
590,Kyruus,MA,2110,200,Healthcare,Business to Business,Department of Health and Human Services,HHS,Federal,Kyruus,"physician demographics, credentials, clinical and scientific expertise, utilization, performance, and compliance"
591,Lawdragon,NY,10017,50,Business&LegalServices,Business to Business,California,CA,State,Lawdragon,Databases of Licensed Lawyers
592,Lawdragon,NY,10017,50,Business&LegalServices,Business to Business,Administrative Office of the United States Courts,AO,Federal,Lawdragon,Public Access to Court Electronic Records (PACER)
593,Legal Science Partners,PA,19072,200,Business&LegalServices, Business to Government,Multiple government open data sources,,Other,Legal Science Partners,
594,(Leg)Cyte,DC,20005,200,Governance,Business to Consumer,Multiple federal data sources,,Federal,(Leg)Cyte,
595,"LegiNation, Inc.",CO,80203,10,Governance,Business to Consumer,Multiple government open data sources,,Other,"LegiNation, Inc.",50 state legislatures (plus Congress and DC)
596,"LegiNation, Inc.",CO,80203,10,Governance,Business to Consumer,Multiple government open data sources,,Other,"LegiNation, Inc.",Bills from all 50 states
597,LegiStorm,DC,20002,10,Governance,Business to Consumer,Multiple federal data sources,,Federal,LegiStorm,Uses U.S. House and Senate public records.
598,Lenddo,NY,0,200,Finance&Investment,Business to Consumer,Multiple government open data sources,,Other,Lenddo,
599,Lending Club,CA,94105,1000,Finance&Investment,Business to Consumer,Multiple government open data sources,,Other,Lending Club,Public record on bankruptcies and judgments
600,Level One Technologies,MO,63043,10,Data&Technology,Business to Business,Multiple state data sources,,State,Level One Technologies,"Provides Parrascope, software to help schools track relevant state spending."
601,Level One Technologies,MO,63043,10,Data&Technology,Business to Business,Multiple federal data sources,,Federal,Level One Technologies,"Provides Parrascope, software to help schools track relevant federal spending."
602,LexisNexis,NY,10017,10001,Business&LegalServices,Business to Business,Multiple government open data sources,,Other,LexisNexis,"Property records, Criminal Records, Bankruptcies, Tax Liens, Judgments, Death Record"
603,Liberty Mutual Insurance Cos.,MA,2116,10001,Insurance, Business to Consumer,Multiple government open data sources,,Other,Liberty Mutual Insurance Cos.,
604,Lilly Open Innovation Drug Discovery,IN,46285,200,ScientificResearch,Business to Business,Department of Health and Human Services,HHS,Federal,Lilly Open Innovation Drug Discovery,
605,Liquid Robotics,CA,94089,200,Geospatial&Mapping,Business to Business,Department of Commerce,USDC,Federal,Liquid Robotics,GPS data
606,Locavore,WI,53703,10,Food&Agriculture,Business to Consumer,Department of Agriculture,USDA,Federal,Locavore,Farmers Markets Geographic Data
607,Locavore,WI,53703,10,Food&Agriculture,Business to Consumer,Department of Commerce,USDC,Federal,Locavore,GPS data
608,"LOGIXDATA, LLC",CA,95811,200,Finance&Investment,Business to Business,Securities and Exchange Commission,SEC,Federal,"LOGIXDATA, LLC",
609,LoopNet,CA,94107,500,Housing&RealEstate,Business to Consumer,Multiple city and local data sources,,City/County,LoopNet,
610,"Loqate, Inc.",CA,94404,50,Geospatial&Mapping,Business to Business,Department of Commerce,USDC,Federal,"Loqate, Inc.",
611,LoseIt.com,MA,2210,50,Lifestyle&Consumer,Business to Consumer,Department of Agriculture,USDA,Federal,LoseIt.com,
612,LOVELAND Technologies,MI,48226,10,Data&Technology, nonprofit,Multiple government open data sources,,Other,LOVELAND Technologies,
613,Lucid,CA,94607,50,Energy,Business to Consumer,Department of Commerce,USDC,Federal,Lucid,NOAA weather data across the U.S.
614,Lucid,CA,94607,50,Energy,Business to Consumer,Department of Energy,DOE,Federal,Lucid,EIA electricity cost and emissions data by state
615,Lucid,CA,94607,50,Energy,Business to Consumer,Department of Energy,DOE,Federal,Lucid,
616,Lucid,CA,94607,50,Energy,Business to Consumer,U.S. Environmental Protection Agency,EPA,Federal,Lucid,EPA/DOE electricity cost and emissions data by state
617,"Lumesis, Inc.",CT,6901,50,Data&Technology,Business to Consumer,Department of Labor,DOL,Federal,"Lumesis, Inc.",Unemployment
618,"Lumesis, Inc.",CT,6901,50,Data&Technology,Business to Consumer,Department of Labor,DOL,Federal,"Lumesis, Inc.",Unemployment
619,"Lumesis, Inc.",CT,6901,50,Data&Technology,Business to Consumer,Department of Commerce,USDC,Federal,"Lumesis, Inc.",Poverty
620,Mango Transit,WA,0,200,Geospatial&Mapping,Business to Consumer,Multiple city and local data sources,,City/County,Mango Transit,
621,Mapbox,DC,20009,50,Geospatial&Mapping, Business to Government,Department of Agriculture,USDA,Federal,Mapbox,National agriculture imagery program (NAIP)
622,Mapbox,DC,20009,50,Geospatial&Mapping, Business to Government,Department of Commerce,USDC,Federal,Mapbox,
623,Mapbox,DC,20009,50,Geospatial&Mapping, Business to Government,Department of the Interior,DOI,Federal,Mapbox,Landsat
624,Mapbox,DC,20009,50,Geospatial&Mapping, Business to Government,National Aeronautics and Space Administration,NASA,Federal,Mapbox,
625,Maponics,VT,5001,50,Geospatial&Mapping,Business to Business,Department of Commerce,USDC,Federal,Maponics,
626,Maponics,VT,5001,50,Geospatial&Mapping,Business to Business,Multiple government open data sources,,Other,Maponics,
627,MapQuest,CO,80202,200,Geospatial&Mapping,Business to Consumer,Department of Commerce,USDC,Federal,MapQuest,
628,MapQuest,CO,80202,200,Geospatial&Mapping,Business to Consumer,Multiple city and local data sources,,City/County,MapQuest,
629,"Marinexplore, Inc.",CA,94085,10,Geospatial&Mapping,Business to Business,Department of Commerce,USDC,Federal,"Marinexplore, Inc.",Atlantic Oceanographic and Meteorological Laboratory
630,"Marinexplore, Inc.",CA,94085,10,Geospatial&Mapping,Business to Business,Department of Commerce,USDC,Federal,"Marinexplore, Inc.",CoastWatch
631,"Marinexplore, Inc.",CA,94085,10,Geospatial&Mapping,Business to Business,Department of Commerce,USDC,Federal,"Marinexplore, Inc.",National Climatic Data Center
632,"Marinexplore, Inc.",CA,94085,10,Geospatial&Mapping,Business to Business,Department of Commerce,USDC,Federal,"Marinexplore, Inc.",National Coastal Data Development Center
633,"Marinexplore, Inc.",CA,94085,10,Geospatial&Mapping,Business to Business,Department of Commerce,USDC,Federal,"Marinexplore, Inc.",National Data Buoy Center
634,"Marinexplore, Inc.",CA,94085,10,Geospatial&Mapping,Business to Business,Department of Commerce,USDC,Federal,"Marinexplore, Inc.",National Geophysical Data Center
635,"Marinexplore, Inc.",CA,94085,10,Geospatial&Mapping,Business to Business,Department of Commerce,USDC,Federal,"Marinexplore, Inc.",National Oceanographic Data Center
636,"Marinexplore, Inc.",CA,94085,10,Geospatial&Mapping,Business to Business,Department of Commerce,USDC,Federal,"Marinexplore, Inc.",NMFS Pacific Fisheries Environmental Laboratory
637,"Marinexplore, Inc.",CA,94085,10,Geospatial&Mapping,Business to Business,National Aeronautics and Space Administration,NASA,Federal,"Marinexplore, Inc.",OurOcean Group High-Resolution Sea Surface Temperature
638,MarketSense,WA,98075,10,Business&LegalServices,Business to Business,Multiple government open data sources,,Other,MarketSense,
639,Marlin & Associates,NY,10022,50,Finance&Investment,Business to Business,Securities and Exchange Commission,SEC,Federal,Marlin & Associates,
640,Marlin Alter and Associates,FL,0,200,Business&LegalServices,Business to Consumer,Multiple government open data sources,,Other,Marlin Alter and Associates,
641,McGraw Hill Financial,NY,10020,10001,Finance&Investment,Business to Business,Multiple state data sources,,State,McGraw Hill Financial,"Uses economic, demographic and building data"
642,McGraw Hill Financial,NY,10020,10001,Finance&Investment,Business to Business,Multiple federal data sources,,Federal,McGraw Hill Financial,
